brand,model,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,selling_price
maruti,swift,2012,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,310000
honda,city,2015,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,200.0,5.0,1750.0,725000
maruti,swift,2012,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,340000
hyundai,xcent,2017,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,190.25,5.0,2250.0,550000
tata,tiago,2016,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,140.0,5.0,3000.0,380000
nissan,sunny,2013,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,134.0,5.0,4000.0,350000
hyundai,elite,2019,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,117.0,5.0,4000.0,610000
maruti,swift,2015,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,115.0,5.0,4000.0,525000
toyota,innova,2011,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,200.12,7.0,3400.0,480000
mahindra,thar,2017,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,247.0,6.0,2000.0,780000
maruti,swift,2012,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,320000
maruti,swift,2014,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200.0,375000
datsun,go,2019,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,104.0,5.0,4000.0,300000
hyundai,i20,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,500000
mahindra,scorpio,2011,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,290.0,9.0,2800.0,404000
tata,tiago,2017,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,140.0,5.0,3000.0,350000
tata,zest,2015,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140.0,5.0,4000.0,380000
honda,brio,2014,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,109.0,5.0,4500.0,335000
hyundai,grand,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,465000
tata,manza,2012,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,200.0,5.0,3000.0,290000
maruti,alto,2005,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,110000
mahindra,bolero,2007,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180.0,7.0,1500.0,210000
mercedes-benz,gl-class,2018,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,400.0,5.0,2800.0,4600000
maruti,omni,2016,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,59.0,8.0,2500.0,220000
hyundai,grand,2017,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,450000
hyundai,i10,2013,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,111.8,5.0,4000.0,290000
hyundai,i10,2011,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,111.8,5.0,4000.0,265000
maruti,swift,2012,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,114.0,5.0,4000.0,330000
mahindra,bolero,2014,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,509999
hyundai,verna,2014,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,154.9,5.0,4200.0,500000
hyundai,i20,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,114.73,5.0,4000.0,525000
maruti,baleno,2019,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,113.0,5.0,4200.0,675000
hyundai,i20,2010,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,111.83,5.0,4000.0,300000
maruti,alto,2005,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,90000
maruti,swift,2014,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,114.0,5.0,4000.0,409000
hyundai,grand,2015,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,160.0,5.0,2750.0,395000
maruti,swift,2010,70000,Petrol,Individual,Manual,Second Owner,,,,,,,215000
chevrolet,beat,2012,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,108.0,5.0,4400.0,120000
tata,tigor,2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,114.0,5.0,3500.0,645000
maruti,800,2006,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59.0,4.0,2500.0,81000
honda,city,2017,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,200.0,5.0,1750.0,1300000
honda,city,2017,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,200.0,5.0,1750.0,1250000
maruti,ertiga,2013,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,130.0,7.0,4000.0,535000
nissan,terrano,2014,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,248.0,5.0,2250.0,555000
honda,city,2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,145.0,5.0,4600.0,725000
mahindra,willys,1983,10000,Diesel,Individual,Manual,Third Owner,,,,,,,300000
renault,kwid,2016,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386.0,229999
toyota,innova,2013,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200.0,8.0,3600.0,800000
maruti,wagon,2017,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,409999
hyundai,creta,2018,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7,5.0,2750.0,1210000
tata,tiago,2017,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,400000
hyundai,grand,2018,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,190.24,5.0,2250.0,520000
maruti,baleno,2016,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,115.0,5.0,4000.0,650000
maruti,swift,2011,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,112.82,5.0,4500.0,325000
maruti,swift,2012,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,114.0,5.0,4000.0,420000
maruti,zen,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,78.0,5.0,4500.0,65000
maruti,celerio,2017,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90.0,5.0,3500.0,351000
toyota,innova,2007,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,200.12,8.0,3400.0,404000
maruti,ritz,2011,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,190.0,5.0,2000.0,185000
nissan,micra,2011,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,160.0,5.0,2000.0,250000
maruti,zen,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,78.0,5.0,4500.0,60000
hyundai,verna,2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,154.9,5.0,4200.0,500000
maruti,zen,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,90.0,5.0,3500.0,85000
hyundai,santro,2005,60000,Petrol,Individual,Manual,Second Owner,,,,,,,85000
maruti,alto,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,62.0,5.0,3000.0,85000
maruti,a-star,2010,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,90.0,5.0,3500.0,130000
maruti,ertiga,2013,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,480000
maruti,swift,2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,170000
nissan,micra,2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,160.0,5.0,2000.0,275000
maruti,wagon,2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90.0,5.0,3500.0,89000
ford,figo,2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,170000
hyundai,creta,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,259.9,5.0,2750.0,1100000
maruti,swift,2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,113.0,5.0,4200.0,610000
datsun,go,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,104.0,5.0,4000.0,335000
toyota,fortuner,2018,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,420.0,7.0,2600.0,3000000
renault,kwid,2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,72.0,5.0,4386.0,390000
honda,brio,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,109.0,5.0,4500.0,325000
volkswagen,ameo,2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,110.0,5.0,3750.0,640000
nissan,sunny,2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,134.0,5.0,4000.0,450000
toyota,etios,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,170.0,5.0,2400.0,400000
hyundai,i10,2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,215000
renault,duster,2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,200.0,5.0,1900.0,570000
mahindra,xuv500,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,680000
toyota,innova,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,200.12,7.0,3400.0,325000
tata,indigo,2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,100.0,5.0,2700.0,150000
hyundai,elantra,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,177.5,5.0,4700.0,690000
tata,nano,2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,51.0,4.0,4000.0,64000
nissan,micra,2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,160.0,5.0,2000.0,250000
maruti,wagon,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500.0,65000
maruti,swift,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,190.0,5.0,2000.0,550000
renault,kwid,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386.0,300000
volkswagen,gti,2016,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,250.0,5.0,5300.0,800000
tata,safari,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320.0,7.0,3000.0,503000
maruti,wagon,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,90.0,5.0,3500.0,225000
maruti,baleno,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190.0,5.0,2000.0,740000
honda,jazz,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110.0,5.0,4800.0,550000
toyota,innova,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200.0,7.0,3600.0,750000
maruti,swift,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,113.0,5.0,4200.0,650000
toyota,etios,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,132.0,5.0,3000.0,625000
maruti,swift,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,113.0,5.0,4200.0,600000
hyundai,grand,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,190.24,5.0,2250.0,450000
bmw,x4,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400.0,5.0,2500.0,5500000
honda,amaze,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,110.0,5.0,4800.0,779000
volvo,v40,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350.0,5.0,2750.0,2475000
toyota,etios,2012,162000,Diesel,Individual,Manual,Third Owner,,,,,,,265000
honda,cr-v,2009,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,218.0,5.0,4200.0,500000
maruti,swift,2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,5.0,2000.0,480000
hyundai,verna,2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,535000
toyota,innova,2005,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,200.12,8.0,3400.0,250000
maruti,sx4,2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,200.0,5.0,1750.0,300000
hyundai,verna,2009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,235.44,5.0,2750.0,340000
maruti,alto,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,240000
honda,city,2018,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,145.0,5.0,4600.0,1085000
maruti,swift,2017,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,750000
tata,indigo,2012,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,132.44,5.0,2500.0,95000
maruti,eeco,2020,35000,CNG,Individual,Manual,First Owner,16.0,1196.0,61.7,85.0,5.0,3000.0,409999
maruti,alto,2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90.0,5.0,3500.0,215000
mahindra,xuv500,2016,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,1290000
maruti,alto,2010,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,5.0,3500.0,150000
tata,tiago,2018,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,325000
maruti,eeco,2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,101.0,5.0,3000.0,260000
volvo,xc40,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,400.0,5.0,400.0,3800000
honda,amaze,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,160.0,5.0,1750.0,700000
hyundai,creta,2017,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7,5.0,2750.0,950000
maruti,alto,2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,160000
hyundai,xcent,2015,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,180.4,5.0,2500.0,409999
toyota,innova,2015,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200.0,7.0,3400.0,840000
toyota,etios,2013,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,170.0,5.0,2400.0,450000
maruti,swift,2017,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,900000
toyota,innova,2008,134000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,200.12,7.0,3400.0,570000
nissan,micra,2011,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,160.0,5.0,2000.0,254999
maruti,800,2009,40000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59.0,4.0,2500.0,130000
maruti,swift,2013,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,530000
volkswagen,polo,2015,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,230.0,5.0,2500.0,520000
mahindra,verito,2011,170000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,160.0,5.0,2000.0,229999
maruti,800,2004,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,4.0,2500.0,81000
maruti,swift,2016,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,600000
hyundai,xcent,2015,93000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,113.75,5.0,4000.0,409999
ford,figo,2015,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,160.0,5.0,2000.0,292000
tata,safari,2012,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,320.0,7.0,2700.0,390000
ford,figo,2016,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,5.0,4000.0,550000
maruti,celerio,2014,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90.0,5.0,3500.0,385000
hyundai,creta,2016,25000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,151.0,5.0,4850.0,800000
maruti,swift,2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,5.0,4200.0,675000
tata,hexa,2018,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400.0,7.0,2500.0,1525000
ford,ecosport,2018,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,5.0,3250.0,950000
hyundai,i20,2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,219.66,5.0,2750.0,610000
hyundai,i20,2012,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,525000
mahindra,bolero,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,375000
nissan,terrano,2015,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200.0,5.0,1900.0,580000
maruti,swift,2015,50000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,115.0,5.0,4000.0,434999
datsun,redigo,2020,2136,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,91.0,5.0,4250.0,350000
toyota,innova,2012,250000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,200.0,7.0,3400.0,730000
toyota,innova,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,7.0,3400.0,1050000
maruti,baleno,2017,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190.0,5.0,2000.0,735000
renault,duster,2018,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,245.0,5.0,1750.0,1050000
chevrolet,enjoy,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,172.5,7.0,1750.0,420000
maruti,sx4,2017,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,200.0,5.0,1750.0,800000
toyota,fortuner,2015,60000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,360.0,7.0,3200.0,2000000
maruti,swift,2016,147000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,190.0,5.0,2000.0,600000
toyota,fortuner,2015,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,360.0,7.0,3200.0,1900000
chevrolet,captiva,2011,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,320.0,7.0,2000.0,500000
tata,indica,2011,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0,2500.0,200000
nissan,micra,2016,35000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,104.0,5.0,4000.0,370000
hyundai,verna,2010,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,235.44,5.0,2750.0,260000
maruti,ertiga,2014,21000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,130.0,7.0,4000.0,610000
ford,fiesta,2013,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,204.0,5.0,2750.0,300000
tata,indigo,2010,40000,Diesel,Individual,Manual,First Owner,16.6,1405.0,70.0,140.28,5.0,3000.0,140000
hyundai,i10,2008,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04,5.0,4500.0,229999
maruti,a-star,2010,65000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,90.0,5.0,3500.0,200000
maruti,wagon,2011,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500.0,200000
hyundai,verna,2015,119000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,259.9,5.0,2750.0,560000
maruti,ertiga,2016,80000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,7.0,1750.0,750000
maruti,swift,2017,90000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,585000
hyundai,verna,2016,20000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,154.9,5.0,4200.0,760000
maruti,swift,2014,80000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,430000
mahindra,kuv,2020,44665,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190.0,6.0,2250.0,480000
kia,seltos,2019,10000,Diesel,Individual,Manual,First Owner,20.8,1493.0,113.4,250.0,5.0,2750.0,643000
hyundai,xcent,2018,60000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,113.75,5.0,4000.0,500000
honda,brio,2016,22000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,109.0,5.0,4500.0,425000
maruti,alto,2014,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,250000
maruti,celerio,2016,70000,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,125.0,5.0,2000.0,285000
maruti,swift,2008,123000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,114.0,5.0,4000.0,160000
volkswagen,vento,2011,70000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250.0,5.0,2500.0,250000
toyota,etios,2013,45000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,170.0,5.0,2400.0,409999
hyundai,grand,2015,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,400000
maruti,swift,2019,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,700000
honda,civic,2007,90000,Petrol,Individual,Automatic,First Owner,12.9,1799.0,130.0,172.0,5.0,4300.0,350000
maruti,ertiga,2016,34000,Petrol,Individual,Manual,Second Owner,17.5,1373.0,91.1,130.0,7.0,4000.0,660000
maruti,alto,2017,25000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,5.0,3500.0,268000
chevrolet,beat,2013,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150.0,5.0,1750.0,300000
tata,tiago,2017,90000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,450000
chevrolet,beat,2012,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,150.0,5.0,1750.0,220000
tata,new,2009,146000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.0,320.0,7.0,2700.0,250000
ford,figo,2012,85000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,102.0,5.0,4000.0,300000
tata,indica,2009,201850,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,85.0,5.0,2500.0,88000
maruti,swift,2016,30000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,5.0,2000.0,561000
maruti,swift,2018,15000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,755000
maruti,alto,2011,90000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,5.0,3500.0,165000
maruti,swift,2008,80000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,190000
tata,indica,2011,50000,Diesel,Individual,Manual,First Owner,17.2,1396.0,53.5,83.39,5.0,2500.0,110000
mahindra,bolero,2012,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180.0,8.0,1500.0,320000
maruti,swift,2010,110000,Diesel,Individual,Manual,Second Owner,,,,,,,330000
hyundai,i20,2016,38000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,540000
maruti,eeco,2016,100000,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,101.0,7.0,3000.0,270000
maruti,swift,2012,30000,Petrol,Individual,Manual,First Owner,17.5,1197.0,85.8,114.0,5.0,4000.0,450000
maruti,swift,2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114.0,5.0,4000.0,450000
chevrolet,beat,2015,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,106.5,5.0,4400.0,200000
chevrolet,sail,2016,30000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,108.5,5.0,5000.0,400000
maruti,alto,2009,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,5.0,3000.0,125000
jeep,compass,2018,14000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,350.0,5.0,2500.0,1600000
